ref,the,publication,city,state,country,award,section,section_multiple,CHAP,SUBFOLDER,page_designer,est,page,comment,cat,general_category,specific_category,headline,name1,title1,name2,title2,name3,title3,name4,title4,name5,title5,name6,title6,name7,title7,name8,title8,name9,title9,name10,title10,,SECTION,PRELIM COUNT,,SECTION,GENERAL CATEGORY,PRELIM COUNT,,CHAP,winners,entries,,,SUBFOLDER,,,,AWARD,
843,Die,Zeit,Hamburg,,GERMANY,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,127,,03Ga,News Design [Pages],"Cover Story/Broadsheet 175,000 and over",Warum es nicht aufhort,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Die,Zeit,Hamburg,,GERMANY,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,127,,03Ga,News Design [Pages],"Cover Story/Broadsheet 175,000 and over",Mach du Mal,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,Zhejiang Daily,Hangzhou, ,CHINA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,124,,03Ga,News Design [Pages],"Cover Story/Broadsheet 175,000 and over",The Innovation of Zhejiang Daily Design in Spring Festival,Bo Jin,Director of Multimedia Center,Wei Dong Tan,Director of Chief Editors,Xiong Wei Wu,Graphic Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,118,,03Ha,News Design [Pages],"Cover Story/Broadsheet 175,000 and over",Man vs Marathon 5/15 SP1-7,Wayne Kamidoi,Designer,Uriel Sinai,Photographer,Jeffrey Furticella,Picture Editor,Becky Lebowitz Hanger,Picture Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,The,Plain Dealer,Cleveland,Ohio,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,117,,03Ha,News Design [Pages],"Cover Story/Broadsheet 175,000 and over",Bob Feller,Tony Lariccia,Designer,Andrea Levy,Artist,Josh Crutchmer,A.M.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,The,Washington Post,Washington,D.C.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,126,,03Ha,News Design [Pages],"Cover Story/Broadsheet 175,000 and over",Rio 2016 Olympics preview section,Virginia Singarayar,Art Director,Brian Gross,Deputy Design Director,Matt Murphy,Illustrator,Suzette Moyer,Assistant Design Director,Greg Manifold,Design Director,Jonathan Newton,Photographer,Ray Saunders,Photo Editor,,,,,,,,,,,,,,,,,,,,,,,,,
579,,National Post,Toronto,Ont.,CANADA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,121,,03Gb,News Design [Pages],"Cover Story/Broadsheet 50,000-174,999",We Were All in Pain,Julie Oliver,Photographer,Julie Traves,Deputy Editor,Geneviéve Biloski,Features Design Director,Dustin Parkes,Arts & Culture Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,,National Post,Toronto,Ont.,CANADA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,121,,03Gb,News Design [Pages],"Cover Story/Broadsheet 50,000-174,999",What Next? Brexit,Gary Clement,Editorial Cartoonist,Mike Faille,Graphic Artist,Dean Tweed,Graphic Artist,Ania Medrek,Lead Designer,Jordan Timm,News Editor,Mick Higgins,NP2 Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,
501,,Bild am Sonntag,Berlin,,GERMANY,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,113,,03Gd,News Design [Pages],"Cover Story/Compact 175,000 and over",Shit! Idiot!,Saulo Santana,Art Director,Marion Horn,Chief Editor,Thomas Drechsler,Vice Chief Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,Dagens Nyheter,Stockholm,,SWEDEN,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,115,,03Gd,News Design [Pages],"Cover Story/Compact 175,000 and over",Death in the ditch,Claes Sjödin,Page Designer,Anders Hansson,Photographer,Anna-Lena Lauren,Reporter,Jorgen Johasson,Editor,Lisa Sjokvist,Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,Dagens Nyheter,Stockholm,,SWEDEN,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,114,,03Gd,News Design [Pages],"Cover Story/Compact 175,000 and over",2016 - a dramatic year in the news,Pia Skagermark,Editor,Axel Bjorklund,Editor,Claes Sjodin,Page Designer,Jorgen Jonasson,Editor,Michael Winiarski,Reporter,Annika Strom-Melin,Reporter,Ewa Stenberg,Reporter,Lotta Hardelin,Photographer,Paul Hansen,Photographer,Lisa Sjokvist,Editor,,,,,,,,,,,,,,,,,,,
504,,Dagens Nyheter,Stockholm,,SWEDEN,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,114,,03Gd,News Design [Pages],"Cover Story/Compact 175,000 and over",30 years after the Olof Palme murder,Stefan Rothmaier,Infographics,Claes Sjodin,Page Designer,Pia Skagermark,Editor,Sara Rimpi,Page Designer,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,Dagens Nyheter,Stockholm,,SWEDEN,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,114,,03Gd,News Design [Pages],"Cover Story/Compact 175,000 and over",After Chernobyl - a life vanished,Beatrice Lundborg,Photographer,Anna-Lena Lauren,Reporter,Claes Sjodin,Page Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,Dagens Nyheter,Stockholm,,SWEDEN,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,115,,03Gd,News Design [Pages],"Cover Story/Compact 175,000 and over",In the dying coal region Trump raises hopes,Christian Ferrara,Page Designer,Claes Sjodin,Page Designer,Jorgen Jonasson,Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,,Dagens Nyheter,Stockholm,,SWEDEN,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,115,,03Gd,News Design [Pages],"Cover Story/Compact 175,000 and over",In the dying coal region Trump raises hopes,Anders Hansson,Photographer,Paul Hansen,Photographer,Claes Sjodin,Page Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,Dagens Nyheter,Stockholm,,SWEDEN,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,115,,03Hd,News Design [Pages],"Cover Story/Compact 175,000 and over",All Lights on Sarah,Thomas Karisson,Photographer,Martin Fransson,Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,Politico Europe,Brussels, ,BELGIUM,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,123,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",Welcome to Agadez,Tim Ball,Creative Director,Eric Petersen,Illustrator,Mackenzie Knowles-Coursin,Photographer,Riccardo Pravettoni,Graphic Artist,Stephan Faris,Enterprise Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,Politico Europe,Brussels, ,BELGIUM,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,123,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",Special Report: Fintech,Tim Ball,Creative Director,David Doran,Illustrator,Brett Affrunti,Illustrator,Pop Chart Lab ,Illustrator,Vasava ,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,Politico Europe,Brussels, ,BELGIUM,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,123,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",Russian Spy,Tim Ball,Creative Director,Luke Waller,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,Politico Europe,Brussels, ,BELGIUM,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,123,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",Liberland,Tim Ball,Creative Director,Tara Palmeri,Reporter,Antonin Krattochvil,Photographer,Andras D. Hajdu,Photographer,Stephan Faris,Enterprise Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,La,Razón de México,D.F.,,MEXICO,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,122,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",The Pope and his mission in Mexico,Ruben Cortés Fernández,Director General,Adrian Castillo de los Cobos,Subdirector General,Fernando Montoya Flores,Subdirector de Diseño,Carlos Mora,Diseñador,Bertin Cova,Diseñador,Daniel Martinez,Ilustrador 3D,Victor Nieto,Infografista,Francisco Lagos,Ilustrador,Adriana Gochez,Editor,,,,,,,,,,,,,,,,,,,,,
512,,Washington Business Journal,Arlington,Va.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,125,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",An Epic Journey Begins,Ian Lawson,Lead Designer,Greg Akers,Editor,Joanna Crangle,Publisher,Greg Cravens,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,Washington Business Journal,Arlington,Va.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,125,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",Fire Brands,Ian Lawson,Lead Designer,Greg Akers,Editor,Joanna Crangle,Publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,Washington Business Journal,Arlington,Va.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,125,,03Gf,News Design [Pages],"Cover Story/Compact 49,999 and under",What’s Changed,Wendy Goldfarb,Editorial Designer,Joanna Sullivan,Editor,John Dinkel,Publisher,Jon Wile,"VP, Content",Kaitlin Newman,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,Minneapolis/St. Paul Business Journal,Charlotte,N.C.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,116,,03Hf,News Design [Pages],"Cover Story/Compact 49,999 and under",It’s Game Time,Ben Ramsden,Creative Director,Nancy Kuehn,Photographer,Kathy Robideau,Publisher,Dirk DeYoung,Editor,Jon Wile,"VP, Content",Rob  Schneider,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,La,Razón de México,D.F.,,MEXICO,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,121,,03Hf,News Design [Pages],"Cover Story/Compact 49,999 and under","Muhammed Ali, The last myth",Ruben Cortés Fernández,Director General,Adrian Castillo de los Cobos,Subdirector General,Fernando Montoya Flores,Subdirector de Diseño,Alfredo Peralta,Infografista,Francisco Lagos,Ilustrador,Fernando Montoya,Infografista,Ricardo Otero,Editor,,,,,,,,,,,,,,,,,,,,,,,,,
669,,San Francisco Business Times,Charlotte,N.C.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,120,,03Ge,News Design [Pages],"Cover Story/Compact 50,000-174,999",Business of Pride,Matt Petty,Creative Director,Mitch Green,Designer,Patrick Chu,Editor,Mary Huss,Publisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,The,Sunday,Las Vegas,Nev.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,124,,03Ge,News Design [Pages],"Cover Story/Compact 50,000-174,999",The Unparalleled Political Life of Harry Reid,Elizabeth Brown,Associate Create Director,Jason Seiler,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,Los Angeles Times,Los Angeles,Calif.,,Award of Excellence,06-NEWS,MULT-LAT10,05-MULT,06-PAGES,Anna H,,77,,03Ea,News Design [Pages],"Inside page/Broadsheet 175,000 and over",Year in Review,Kelli Sullivan,Deputy Design Director,Michael Whitley,A.M.E.,Mary Cooney,Director of Photography,Barbara Davidson,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,119,,03Ea,News Design [Pages],"Inside page/Broadsheet 175,000 and over",Why We Do What We Do,Shannon Robertson,"Art Director
",Lorenzo Petrantoni,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,119,,03Ea,News Design [Pages],"Inside page/Broadsheet 175,000 and over","Segregation, the Neighbor That Just Won’t Move On",Fred Bierman,Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,118,,03Ea,News Design [Pages],"Inside page/Broadsheet 175,000 and over",Just Like a Slavery Boat,Wayne Kamidoi,Designer,David Furst,Picture Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Die,Zeit,Hamburg,,GERMANY,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,127,,03Ea,News Design [Pages],"Inside page/Broadsheet 175,000 and over",Wir müssen reden,Malin Schulz,Art Director,Haika Hinze,Art Director,Jan Kny,Deputy Art Director,Ellen Dietrich,Director/Photography,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,Welt am Sonntag,Berlin,,GERMANY,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,125,,03Ed,News Design [Pages],"Inside page/Compact 175,000 and over","Old man, what’s next?",Stefan Aust,Editor-in-Chief,Beat Balzli,Deputy Editor-in-Chief,Peter Schelling,Senior Editor,Anika Griebe,Head of Design,Julia Rechenberg,Page Designer,Yvonne Budig,Photo Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,Omaha World-Herald,Omaha,Neb.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,116,,03Ef,News Design [Pages],"Inside page/Compact 49,999 and under",French farmers,Tim Parks,Deputy Presentation & Planning Editor,Jonathan Alpeyrie,Photographer,Esther King,Editorial Assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,,Politico Europe,Brussels, ,BELGIUM,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,123,,03Ef,News Design [Pages],"Inside page/Compact 49,999 and under",Italian Border,Tim Ball,Creative Director,Emanuele Amighetti,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,,Politico Europe,Brussels, ,BELGIUM,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,123,,03Ef,News Design [Pages],"Inside page/Compact 49,999 and under",Trump’s words,Tim Ball,Creative Director,Mark Peterson,Photographer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,,(Lisbon) Expresso,Paço de Arcos, ,PORTUGAL,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,113,,03Ee,News Design [Pages],"Inside page/Compact 50,000-174,999",New Genetic technique,Marco Grieco,Art Director,Luis Miguel Ribiero,Designer,Goncalo Viana,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,La,Nación,Vicente Lopez,,ARGENTINA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,120,,03Bb,News Design [Pages],"Local/Broadsheet 50,000-174,999",Controversy over the winter pruning of trees in the  Buenos Aires neighborhoods,Ana Gueller,Art Director,Fernando Gutierrez,Photo Editor in Chief,Maria Rodriguez Alcobendas,Design Editor,Silvina Nicastro,Design Editor,Marina Vagliente,Design Editor,Daniel Ravaschieri,Designer,Andres Perez,Designer,Carolina Valls,Designer,Jorge Portaz,Illustrator,,,,,,,,,,,,,,,,,,,,,
635,,Chicago Tribune,Chicago,Ill.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,112,,03Ca,News Design [Pages],"Sports/Broadsheet 175,000 and over",Sports section cover of the Cubs postseason run,Dan Mann,Editor/Designer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,Minneapolis Star Tribune,Minneapolis,Minn.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,115,,03Ca,News Design [Pages],"Sports/Broadsheet 175,000 and over",Twins,Jay St. Pierre,Lead Sports Designer,Josh Penrod,Presentation Director,Derek Simmons,A.M.E./Visuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,The,Plain Dealer,Cleveland,Ohio,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,117,,03Ca,News Design [Pages],"Sports/Broadsheet 175,000 and over",Its Beginning to Look a Lot Like Winless,Margaret Riedel,Lead Spports Designer,Ted Crow,Artist,Skip Hall,Copy Editor,Josh Crutchmer,A.M.E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,Los Angeles Times,Los Angeles,Calif.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,113,,03Fa,News Design [Pages],"Sports/Broadsheet 175,000 and over",Vin Scully: Favorite Calls,Michael Whitley,A.M.E.,George Wilhelm,Photo Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,119,,03Fa,News Design [Pages],"Sports/Broadsheet 175,000 and over",Tools of Modern Terror,Fred Bierman,Designer,Atilla Futaki,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,119,,03Fa,News Design [Pages],"Sports/Broadsheet 175,000 and over",Africa’s Talent Is Obscure But Apparent,Andrea Zagata,Art Director,Wayne Kamidoi,Art Director,Jeffrey Furticella,Picture Editor,Naila Meyers,Section Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,The,Washington Post,Washington,D.C.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,126,,03Fa,News Design [Pages],"Sports/Broadsheet 175,000 and over",Silver medal is more than ‘okay’,Courtney Kan,Designer,Brian Gross,Deputy Design Director,Greg Manifold,Design Director,Adam Kilgore,Reporter,Tracee Hamilton,Editor,Álvaro Valiño,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,The,Washington Post,Washington,D.C.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,126,,03Fa,News Design [Pages],"Sports/Broadsheet 175,000 and over",High School football preview,Virginia Singarayar,Art Director,Brian Gross,Deputy Design Director, Bill O’Lelary,Photographer,Ray Saunders,Photo Editor,Greg Manifold,Design Director,Matt Brooks,High School Sports Editor,Dillon Mullan,High School Reporter,,,,,,,,,,,,,,,,,,,,,,,,,
438,The,National,Abu Dhabi,,UNITED ARAB EMIRATES,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,120,,03Cb,News Design [Pages],"Sports/Broadsheet 50,000-174,999","Don’t cry for me, Argentina",Nick Donaldson,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,Politiken,Copenhagen,,DENMARK,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,122,,03Cb,News Design [Pages],"Sports/Broadsheet 50,000-174,999",Summer Olympic’s Opening Day,Søren Nyeland,Design Editor,Christian Jensen,Editor-in-Chief,Søren-Mikael Hensen,Sports Editor,Philip Ytournel,Cartoonist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,,South China Morning Post,Hong Kong,,CHINA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,124,,03Fb,News Design [Pages],"Sports/Broadsheet 50,000-174,999",Measuring Olympic Success,Alberto Lucas Lopez,Graphics Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,El,Telégrafo,Guayaquil, ,ECUADOR,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,125,,03Cf,News Design [Pages],"Sports/Compact 49,999 and under",Jefferson Pérez en Atlanta,Manuel Cabrera Patiño,Infographic Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,,National Post,Toronto,Ont.,CANADA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,121,,02Aa,News Design [Sections],"A-Section 175,000 and over","Brussels, what now, a military coup",Mike Faille,Graphic Artist,Dean Tweed,Graphic Artist,Ania Medrek,Lead Designer,Jordan Timm,News Editor,Mick Higgins,NP2 Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,
785,,Politiken,Copenhagen,,DENMARK,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,122,,02Ab,News Design [Sections],"A-Section 50,000-174,999",Section A,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,,National Post,Toronto,Ont.,CANADA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,121,,02Db,News Design [Sections],"Business 50,000-174,999",,Gigi Suhanic,Features Design Director,Nicole MacAdam,Features Editor,Kevin Libin,Features Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,Politiken,Copenhagen,,DENMARK,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,122,,02Eb,News Design [Sections],"Other 50,000-174,999",PS,Staff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,119,,02Ca,News Design [Sections],"Sports 175,000 and over",Sports Section ,Wayne Kamidoi,Designer,Lee Yarosh,Designer,Andrew Braford,Designer,Benjamin Hoffman,Designer,Andrea Zagata,Designer,Elena Gustines,Designer,Jeffrey Furticella,Picture Editor,Becky Lebowitz Hanger,Picture Editor,,,,,,,,,,,,,,,,,,,,,,,
786,La,Nación,Vicente Lopez,,ARGENTINA,Award of Excellence,06-NEWS,,06-NEWS,06-PAGES,Anna H,,120,,02Cb,News Design [Sections],"Sports 50,000-174,999",Section: Sports,Ana Gueller,Art Director,Alejandra Bliffeld,Design Editor,Sebastián Fest,Editor,Fernando Gutiérrez,Photo Editor in Chief,Anibal Greco,Photo Editor,Pablo Cairo,Deputy Editor,"
Marcelo Lago",Designer,Pablo Loscri,Graphic Editor in Chief,Gabriel Podestá,Graphic Artist,Pablo Vignone,Editor,,,,,,,,,,,,,,,,,,,
273,,Los Angeles Times,Los Angeles,Calif.,,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,135,,04D,Opinion ,"Single Page/Broadsheet 175,000 and over",NCAA Preview Cover,Michael Whitley,A.M.E.,Peter Hoey,Illustrator,Maria Hoey,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,The,New York Times,New York,N.Y.,,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,135,,11Ca,Opinion Design,"Sections/Broadsheet 175,000 and over","Sunday Review 5/29, 8/21, 12/25",Alexandra Zsigmond,Art Director,Jeffrey Henson Scales,Photography Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,The,Boston Globe,Boston,Mass.,,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,135,,11Aa,Opinion Design,"Single Page/Broadsheet 175,000 and over",This dress,Heather Hopp-Bruce,Ideas Design supervisor/Writer,Katie Kingsbury,Ideas Editor,Alex Kingsbury,Deputy Ideas Editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,The,Dallas Morning News,Dallas,Texas,,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,136,,11Aa,Opinion Design,"Single Page/Broadsheet 175,000 and over",Guns,Michael Hogue,Graphic Artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,Los Angeles Times,Los Angeles,Calif.,,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,135,,11Aa,Opinion Design,"Single Page/Broadsheet 175,000 and over",Year in Review: David Horsey,Michael Whitley,A.M.E.,David Horsey,Editorial Cartoonist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,The,Washington Post,Washington,D.C.,,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,136,,11Aa,Opinion Design,"Single Page/Broadsheet 175,000 and over",Spring Cleaning,Chris Rukan,Art Director,Thomas Burden,Illustrator,Greg Manifold,Design Director,Brian Gross,Deputy Design Director,Suzette Moyer,Senior Designer,Adam Kushner,Outlook Editor,Marisa Bellack,Deputy Outlook Editor,Mike Madden,Deputy Outlook Editor,,,,,,,,,,,,,,,,,,,,,,,
79,The,Boston Globe,Boston,Mass.,,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,136,,11Da,Opinion Design,"Single Page/Broadsheet 175,000 and over",Tetris,Heather Hopp-Bruce,Ideas Design supervisor/Illustrator,Katie Kingsbury,Ideas Editor,Alex Kingsbury,Deputy Ideas Editor,Box Brown,Illustrator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,,National Post,Toronto,Ont.,CANADA,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,136,,11Ab,Opinion Design,"Single Page/Broadsheet 50,000-174,999",Trumpty Dumpty,Chloe Cushman,Illustrator,Geneviéve Biloski,Features Design Director,Matt Gurney,Comment Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,National Post,Toronto,Ont.,CANADA,Award of Excellence,06-NEWS,,06-NEWS,06-OPINION,Harley,,136,,11Ab,Opinion Design,"Single Page/Broadsheet 50,000-174,999",The Value of Zoos,Chloe Cushman,Illustrator,Geneviéve Biloski,Features Design Director,Matt Gurney,Comment Editor,Anne Marie Owens,Editor-in-Chief,Gayle Grin,Creative Director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
